Site,Date,Hour,ED Enc,ED Enc Admitted,Year,Month,Day,Weekday
A,2024-12-25,2,28,10,2024,12,25,3
A,2024-12-25,3,41,11,2024,12,25,3
A,2024-12-25,4,41,12,2024,12,25,3
A,2024-12-26,1,15,3,2024,12,26,4
A,2024-12-26,2,37,15,2024,12,26,4
A,2024-12-26,3,54,16,2024,12,26,4
A,2024-12-26,4,59,21,2024,12,26,4
A,2024-12-27,1,12,4,2024,12,27,5
A,2024-12-27,2,45,17,2024,12,27,5
A,2024-12-27,3,54,23,2024,12,27,5
A,2024-12-27,4,43,13,2024,12,27,5
A,2024-12-28,1,19,5,2024,12,28,6
A,2024-12-28,2,28,6,2024,12,28,6
A,2024-12-28,3,35,7,2024,12,28,6
A,2024-12-28,4,41,13,2024,12,28,6
A,2024-12-29,1,18,3,2024,12,29,7
A,2024-12-29,2,38,10,2024,12,29,7
A,2024-12-29,3,51,14,2024,12,29,7
A,2024-12-29,4,40,16,2024,12,29,7
A,2024-12-30,1,16,4,2024,12,30,1
A,2024-12-30,2,37,11,2024,12,30,1
A,2024-12-30,3,49,17,2024,12,30,1
A,2024-12-30,4,38,13,2024,12,30,1
A,2024-12-31,1,15,2,2024,12,31,2
A,2024-12-31,2,37,15,2024,12,31,2
A,2024-12-31,3,46,20,2024,12,31,2
A,2024-12-31,4,38,15,2024,12,31,2
A,2025-01-01,1,24,6,2025,1,1,3
A,2025-01-01,2,31,7,2025,1,1,3
A,2025-01-01,3,41,18,2025,1,1,3
A,2025-01-01,4,30,14,2025,1,1,3
A,2025-01-02,1,18,2,2025,1,2,4
A,2025-01-02,2,30,10,2025,1,2,4
A,2025-01-02,3,43,16,2025,1,2,4
A,2025-01-02,4,34,4,2025,1,2,4
A,2025-01-03,1,18,11,2025,1,3,5
A,2025-01-03,2,30,12,2025,1,3,5
A,2025-01-03,3,42,12,2025,1,3,5
A,2025-01-03,4,37,11,2025,1,3,5
A,2025-01-04,1,14,4,2025,1,4,6
A,2025-01-04,2,40,24,2025,1,4,6
A,2025-01-04,3,40,16,2025,1,4,6
A,2025-01-04,4,29,4,2025,1,4,6
A,2025-01-05,1,15,4,2025,1,5,7
A,2025-01-05,2,28,14,2025,1,5,7
A,2025-01-05,3,34,16,2025,1,5,7
A,2025-01-05,4,37,12,2025,1,5,7
A,2025-01-06,1,12,5,2025,1,6,1
A,2025-01-06,2,34,13,2025,1,6,1
A,2025-01-06,3,54,19,2025,1,6,1
A,2025-01-06,4,33,7,2025,1,6,1
A,2025-01-07,1,10,3,2025,1,7,2
A,2025-01-07,2,24,9,2025,1,7,2
A,2025-01-07,3,30,13,2025,1,7,2
A,2025-01-07,4,41,11,2025,1,7,2
A,2025-01-08,1,14,3,2025,1,8,3
A,2025-01-08,2,27,16,2025,1,8,3
A,2025-01-08,3,59,24,2025,1,8,3
A,2025-01-08,4,40,11,2025,1,8,3
A,2025-01-09,1,9,3,2025,1,9,4
A,2025-01-09,2,34,17,2025,1,9,4
A,2025-01-09,3,51,12,2025,1,9,4
A,2025-01-09,4,34,12,2025,1,9,4
A,2025-01-10,1,12,2,2025,1,10,5
A,2025-01-10,2,27,7,2025,1,10,5
A,2025-01-10,3,52,23,2025,1,10,5
A,2025-01-10,4,41,9,2025,1,10,5
A,2025-01-11,1,17,3,2025,1,11,6
A,2025-01-11,2,27,13,2025,1,11,6
A,2025-01-11,3,51,26,2025,1,11,6
A,2025-01-11,4,40,13,2025,1,11,6
A,2025-01-12,1,13,7,2025,1,12,7
A,2025-01-12,2,28,10,2025,1,12,7
A,2025-01-12,3,46,19,2025,1,12,7
A,2025-01-12,4,29,7,2025,1,12,7
A,2025-01-13,1,12,4,2025,1,13,1
A,2025-01-13,2,33,11,2025,1,13,1
A,2025-01-13,3,51,19,2025,1,13,1
A,2025-01-13,4,46,10,2025,1,13,1
A,2025-01-14,1,16,3,2025,1,14,2
A,2025-01-14,2,19,4,2025,1,14,2
A,2025-01-14,3,49,14,2025,1,14,2
A,2025-01-14,4,28,11,2025,1,14,2
A,2025-01-15,1,12,4,2025,1,15,3
A,2025-01-15,2,30,8,2025,1,15,3
A,2025-01-15,3,44,17,2025,1,15,3
A,2025-01-15,4,50,15,2025,1,15,3
A,2025-01-16,1,19,4,2025,1,16,4
A,2025-01-16,2,40,17,2025,1,16,4
A,2025-01-16,3,38,16,2025,1,16,4
A,2025-01-16,4,37,7,2025,1,16,4
A,2025-01-17,1,9,2,2025,1,17,5
A,2025-01-17,2,36,13,2025,1,17,5
A,2025-01-17,3,43,20,2025,1,17,5
A,2025-01-17,4,36,13,2025,1,17,5
A,2025-01-18,1,13,4,2025,1,18,6
A,2025-01-18,2,30,13,2025,1,18,6
A,2025-01-18,3,45,12,2025,1,18,6
A,2025-01-18,4,50,18,2025,1,18,6
A,2025-01-19,1,15,6,2025,1,19,7
A,2025-01-19,2,28,8,2025,1,19,7
A,2025-01-19,3,53,18,2025,1,19,7
A,2025-01-19,4,33,10,2025,1,19,7
A,2025-01-20,1,10,4,2025,1,20,1
A,2025-01-20,2,41,11,2025,1,20,1
A,2025-01-20,3,42,21,2025,1,20,1
A,2025-01-20,4,37,13,2025,1,20,1
A,2025-01-21,1,11,3,2025,1,21,2
A,2025-01-21,2,27,9,2025,1,21,2
A,2025-01-21,3,48,21,2025,1,21,2
A,2025-01-21,4,42,12,2025,1,21,2
A,2025-01-22,1,6,3,2025,1,22,3
A,2025-01-22,2,27,12,2025,1,22,3
A,2025-01-22,3,52,14,2025,1,22,3
A,2025-01-22,4,35,12,2025,1,22,3
A,2025-01-23,1,13,1,2025,1,23,4
A,2025-01-23,2,35,15,2025,1,23,4
A,2025-01-23,3,52,17,2025,1,23,4
A,2025-01-23,4,45,11,2025,1,23,4
A,2025-01-24,1,14,4,2025,1,24,5
A,2025-01-24,2,38,7,2025,1,24,5
A,2025-01-24,3,44,14,2025,1,24,5
A,2025-01-24,4,38,11,2025,1,24,5
A,2025-01-25,1,20,6,2025,1,25,6
A,2025-01-25,2,35,9,2025,1,25,6
A,2025-01-25,3,36,15,2025,1,25,6
A,2025-01-25,4,37,11,2025,1,25,6
A,2025-01-26,1,18,3,2025,1,26,7
A,2025-01-26,2,42,10,2025,1,26,7
A,2025-01-26,3,44,15,2025,1,26,7
A,2025-01-26,4,44,11,2025,1,26,7
A,2025-01-27,1,22,7,2025,1,27,1
A,2025-01-27,2,41,13,2025,1,27,1
A,2025-01-27,3,59,17,2025,1,27,1
A,2025-01-27,4,40,9,2025,1,27,1
A,2025-01-28,1,11,2,2025,1,28,2
A,2025-01-28,2,41,9,2025,1,28,2
A,2025-01-28,3,60,24,2025,1,28,2
A,2025-01-28,4,42,11,2025,1,28,2
A,2025-01-29,1,19,9,2025,1,29,3
A,2025-01-29,2,23,10,2025,1,29,3
A,2025-01-29,3,42,15,2025,1,29,3
A,2025-01-29,4,40,9,2025,1,29,3
A,2025-01-30,1,16,6,2025,1,30,4
A,2025-01-30,2,42,13,2025,1,30,4
A,2025-01-30,3,50,18,2025,1,30,4
A,2025-01-30,4,45,12,2025,1,30,4
A,2025-01-31,1,21,6,2025,1,31,5
A,2025-01-31,2,34,11,2025,1,31,5
A,2025-01-31,3,49,20,2025,1,31,5
A,2025-01-31,4,35,13,2025,1,31,5
A,2025-02-01,1,18,6,2025,2,1,6
A,2025-02-01,2,33,13,2025,2,1,6
A,2025-02-01,3,34,12,2025,2,1,6
A,2025-02-01,4,47,18,2025,2,1,6
A,2025-02-02,1,24,7,2025,2,2,7
A,2025-02-02,2,28,10,2025,2,2,7
A,2025-02-02,3,39,10,2025,2,2,7
A,2025-02-02,4,40,10,2025,2,2,7
A,2025-02-03,1,11,4,2025,2,3,1
A,2025-02-03,2,37,14,2025,2,3,1
A,2025-02-03,3,46,22,2025,2,3,1
A,2025-02-03,4,34,15,2025,2,3,1
A,2025-02-04,1,9,3,2025,2,4,2
A,2025-02-04,2,31,9,2025,2,4,2
A,2025-02-04,3,51,18,2025,2,4,2
A,2025-02-04,4,39,5,2025,2,4,2
A,2025-02-05,1,14,4,2025,2,5,3
A,2025-02-05,2,45,17,2025,2,5,3
A,2025-02-05,3,40,11,2025,2,5,3
A,2025-02-05,4,41,12,2025,2,5,3
A,2025-02-06,1,18,8,2025,2,6,4
A,2025-02-06,2,36,12,2025,2,6,4
A,2025-02-06,3,47,13,2025,2,6,4
A,2025-02-06,4,39,13,2025,2,6,4
A,2025-02-07,1,12,5,2025,2,7,5
A,2025-02-07,2,37,10,2025,2,7,5
A,2025-02-07,3,46,14,2025,2,7,5
A,2025-02-07,4,33,9,2025,2,7,5
A,2025-02-08,1,20,6,2025,2,8,6
A,2025-02-08,2,35,14,2025,2,8,6
A,2025-02-08,3,47,19,2025,2,8,6
A,2025-02-08,4,42,14,2025,2,8,6
A,2025-02-09,1,12,2,2025,2,9,7
A,2025-02-09,2,35,15,2025,2,9,7
A,2025-02-09,3,44,18,2025,2,9,7
A,2025-02-09,4,24,8,2025,2,9,7
A,2025-02-10,1,11,4,2025,2,10,1
A,2025-02-10,2,37,9,2025,2,10,1
A,2025-02-10,3,42,9,2025,2,10,1
A,2025-02-10,4,37,10,2025,2,10,1
A,2025-02-11,1,12,5,2025,2,11,2
A,2025-02-11,2,27,7,2025,2,11,2
A,2025-02-11,3,33,11,2025,2,11,2
A,2025-02-11,4,32,7,2025,2,11,2
A,2025-02-12,1,16,5,2025,2,12,3
A,2025-02-12,2,37,14,2025,2,12,3
A,2025-02-12,3,51,23,2025,2,12,3
A,2025-02-12,4,53,13,2025,2,12,3
A,2025-02-13,1,13,8,2025,2,13,4
A,2025-02-13,2,37,15,2025,2,13,4
A,2025-02-13,3,51,23,2025,2,13,4
A,2025-02-13,4,29,9,2025,2,13,4
A,2025-02-14,1,17,7,2025,2,14,5
A,2025-02-14,2,28,8,2025,2,14,5
A,2025-02-14,3,34,8,2025,2,14,5
A,2025-02-14,4,33,11,2025,2,14,5
A,2025-02-15,1,18,8,2025,2,15,6
A,2025-02-15,2,21,4,2025,2,15,6
A,2025-02-15,3,48,14,2025,2,15,6
A,2025-02-15,4,44,12,2025,2,15,6
A,2025-02-16,1,21,6,2025,2,16,7
A,2025-02-16,2,24,11,2025,2,16,7
A,2025-02-16,3,45,15,2025,2,16,7
A,2025-02-16,4,28,9,2025,2,16,7
A,2025-02-17,1,15,2,2025,2,17,1
A,2025-02-17,2,28,9,2025,2,17,1
A,2025-02-17,3,42,20,2025,2,17,1
A,2025-02-17,4,33,12,2025,2,17,1
A,2025-02-18,1,16,5,2025,2,18,2
A,2025-02-18,2,30,12,2025,2,18,2
A,2025-02-18,3,36,14,2025,2,18,2
A,2025-02-18,4,39,11,2025,2,18,2
A,2025-02-19,1,16,4,2025,2,19,3
A,2025-02-19,2,27,4,2025,2,19,3
A,2025-02-19,3,30,8,2025,2,19,3
A,2025-02-19,4,38,12,2025,2,19,3
A,2025-02-20,1,12,2,2025,2,20,4
A,2025-02-20,2,32,10,2025,2,20,4
A,2025-02-20,3,31,13,2025,2,20,4
A,2025-02-20,4,30,9,2025,2,20,4
A,2025-02-21,1,17,7,2025,2,21,5
A,2025-02-21,2,26,6,2025,2,21,5
A,2025-02-21,3,45,22,2025,2,21,5
A,2025-02-21,4,35,10,2025,2,21,5
A,2025-02-22,1,19,6,2025,2,22,6
A,2025-02-22,2,28,13,2025,2,22,6
A,2025-02-22,3,37,13,2025,2,22,6
A,2025-02-22,4,41,14,2025,2,22,6
A,2025-02-23,1,22,8,2025,2,23,7
A,2025-02-23,2,26,8,2025,2,23,7
A,2025-02-23,3,39,12,2025,2,23,7
A,2025-02-23,4,31,9,2025,2,23,7
A,2025-02-24,1,11,4,2025,2,24,1
A,2025-02-24,2,42,15,2025,2,24,1
A,2025-02-24,3,49,18,2025,2,24,1
A,2025-02-24,4,27,9,2025,2,24,1
A,2025-02-25,1,17,3,2025,2,25,2
A,2025-02-25,2,33,11,2025,2,25,2
A,2025-02-25,3,49,16,2025,2,25,2
A,2025-02-25,4,49,14,2025,2,25,2
A,2025-02-26,1,14,5,2025,2,26,3
A,2025-02-26,2,47,15,2025,2,26,3
A,2025-02-26,3,53,19,2025,2,26,3
A,2025-02-26,4,48,10,2025,2,26,3
A,2025-02-27,1,14,8,2025,2,27,4
A,2025-02-27,2,38,9,2025,2,27,4
A,2025-02-27,3,37,10,2025,2,27,4
A,2025-02-27,4,36,9,2025,2,27,4
A,2025-02-28,1,16,4,2025,2,28,5
A,2025-02-28,2,41,14,2025,2,28,5
A,2025-02-28,3,43,15,2025,2,28,5
A,2025-02-28,4,32,7,2025,2,28,5
A,2025-03-01,1,21,8,2025,3,1,6
A,2025-03-01,2,26,8,2025,3,1,6
A,2025-03-01,3,50,19,2025,3,1,6
A,2025-03-01,4,35,13,2025,3,1,6
A,2025-03-02,1,15,3,2025,3,2,7
A,2025-03-02,2,27,10,2025,3,2,7
A,2025-03-02,3,50,14,2025,3,2,7
A,2025-03-02,4,35,9,2025,3,2,7
A,2025-03-03,1,10,4,2025,3,3,1
A,2025-03-03,2,29,13,2025,3,3,1
A,2025-03-03,3,58,21,2025,3,3,1
A,2025-03-03,4,42,16,2025,3,3,1
A,2025-03-04,1,19,3,2025,3,4,2
A,2025-03-04,2,31,11,2025,3,4,2
A,2025-03-04,3,49,15,2025,3,4,2
A,2025-03-04,4,26,9,2025,3,4,2
A,2025-03-05,1,9,2,2025,3,5,3
A,2025-03-05,2,26,12,2025,3,5,3
A,2025-03-05,3,56,13,2025,3,5,3
A,2025-03-05,4,29,10,2025,3,5,3
A,2025-03-06,1,5,1,2025,3,6,4
A,2025-03-06,2,22,10,2025,3,6,4
A,2025-03-06,3,47,17,2025,3,6,4
A,2025-03-06,4,44,17,2025,3,6,4
A,2025-03-07,1,7,1,2025,3,7,5
A,2025-03-07,2,41,15,2025,3,7,5
A,2025-03-07,3,37,17,2025,3,7,5
A,2025-03-07,4,51,8,2025,3,7,5
A,2025-03-08,1,15,5,2025,3,8,6
A,2025-03-08,2,31,11,2025,3,8,6
A,2025-03-08,3,38,15,2025,3,8,6
A,2025-03-08,4,32,6,2025,3,8,6
A,2025-03-09,1,17,3,2025,3,9,7
A,2025-03-09,2,24,8,2025,3,9,7
A,2025-03-09,3,50,20,2025,3,9,7
A,2025-03-09,4,38,6,2025,3,9,7
A,2025-03-10,1,19,6,2025,3,10,1
A,2025-03-10,2,31,9,2025,3,10,1
A,2025-03-10,3,37,10,2025,3,10,1
A,2025-03-10,4,38,8,2025,3,10,1
A,2025-03-11,1,17,6,2025,3,11,2
A,2025-03-11,2,31,10,2025,3,11,2
A,2025-03-11,3,54,18,2025,3,11,2
A,2025-03-11,4,49,10,2025,3,11,2
A,2025-03-12,1,13,6,2025,3,12,3
A,2025-03-12,2,30,13,2025,3,12,3
A,2025-03-12,3,52,25,2025,3,12,3
A,2025-03-12,4,25,4,2025,3,12,3
A,2025-03-13,1,7,3,2025,3,13,4
A,2025-03-13,2,33,11,2025,3,13,4
A,2025-03-13,3,37,17,2025,3,13,4
A,2025-03-13,4,45,10,2025,3,13,4
A,2025-03-14,1,17,5,2025,3,14,5
A,2025-03-14,2,38,14,2025,3,14,5
A,2025-03-14,3,63,26,2025,3,14,5
A,2025-03-14,4,44,9,2025,3,14,5
A,2025-03-15,1,6,1,2025,3,15,6
A,2025-03-15,2,19,8,2025,3,15,6
A,2025-03-15,3,40,13,2025,3,15,6
A,2025-03-15,4,42,7,2025,3,15,6
A,2025-03-16,1,14,4,2025,3,16,7
A,2025-03-16,2,21,5,2025,3,16,7
A,2025-03-16,3,34,9,2025,3,16,7
A,2025-03-16,4,39,9,2025,3,16,7
A,2025-03-17,1,13,5,2025,3,17,1
A,2025-03-17,2,37,6,2025,3,17,1
A,2025-03-17,3,44,11,2025,3,17,1
A,2025-03-17,4,36,7,2025,3,17,1
A,2025-03-18,1,17,5,2025,3,18,2
A,2025-03-18,2,39,12,2025,3,18,2
A,2025-03-18,3,52,21,2025,3,18,2
A,2025-03-18,4,41,12,2025,3,18,2
A,2025-03-19,1,11,1,2025,3,19,3
A,2025-03-19,2,28,11,2025,3,19,3
A,2025-03-19,3,49,23,2025,3,19,3
A,2025-03-19,4,40,16,2025,3,19,3
A,2025-03-20,1,13,4,2025,3,20,4
A,2025-03-20,2,24,6,2025,3,20,4
A,2025-03-20,3,47,17,2025,3,20,4
A,2025-03-20,4,48,14,2025,3,20,4
A,2025-03-21,1,12,1,2025,3,21,5
A,2025-03-21,2,16,6,2025,3,21,5
A,2025-03-21,3,41,18,2025,3,21,5
A,2025-03-21,4,47,13,2025,3,21,5
A,2025-03-22,1,14,4,2025,3,22,6
A,2025-03-22,2,22,7,2025,3,22,6
A,2025-03-22,3,40,10,2025,3,22,6
A,2025-03-22,4,33,8,2025,3,22,6
A,2025-03-23,1,14,4,2025,3,23,7
A,2025-03-23,2,24,8,2025,3,23,7
A,2025-03-23,3,35,14,2025,3,23,7
A,2025-03-23,4,34,9,2025,3,23,7
A,2025-03-24,1,12,2,2025,3,24,1
A,2025-03-24,2,35,8,2025,3,24,1
A,2025-03-24,3,59,19,2025,3,24,1
A,2025-03-24,4,31,7,2025,3,24,1
A,2025-03-25,1,12,6,2025,3,25,2
A,2025-03-25,2,34,11,2025,3,25,2
A,2025-03-25,3,43,21,2025,3,25,2
A,2025-03-25,4,28,5,2025,3,25,2
A,2025-03-26,1,12,5,2025,3,26,3
A,2025-03-26,2,36,12,2025,3,26,3
A,2025-03-26,3,34,9,2025,3,26,3
A,2025-03-26,4,49,11,2025,3,26,3
A,2025-03-27,1,11,4,2025,3,27,4
A,2025-03-27,2,38,12,2025,3,27,4
A,2025-03-27,3,40,15,2025,3,27,4
A,2025-03-27,4,40,11,2025,3,27,4
A,2025-03-28,1,13,3,2025,3,28,5
A,2025-03-28,2,24,11,2025,3,28,5
A,2025-03-28,3,49,22,2025,3,28,5
A,2025-03-28,4,37,13,2025,3,28,5
A,2025-03-29,1,19,5,2025,3,29,6
A,2025-03-29,2,22,6,2025,3,29,6
A,2025-03-29,3,39,13,2025,3,29,6
A,2025-03-29,4,27,10,2025,3,29,6
A,2025-03-30,1,13,6,2025,3,30,7
A,2025-03-30,2,23,5,2025,3,30,7
A,2025-03-30,3,43,12,2025,3,30,7
A,2025-03-30,4,42,16,2025,3,30,7
A,2025-03-31,1,14,7,2025,3,31,1
A,2025-03-31,2,35,14,2025,3,31,1
A,2025-03-31,3,45,21,2025,3,31,1
A,2025-03-31,4,36,15,2025,3,31,1
A,2025-04-01,1,12,5,2025,4,1,2
A,2025-04-01,2,33,12,2025,4,1,2
A,2025-04-01,3,37,16,2025,4,1,2
A,2025-04-01,4,31,10,2025,4,1,2
A,2025-04-02,1,10,2,2025,4,2,3
A,2025-04-02,2,31,9,2025,4,2,3
A,2025-04-02,3,43,23,2025,4,2,3
A,2025-04-02,4,23,8,2025,4,2,3
A,2025-04-03,1,9,3,2025,4,3,4
A,2025-04-03,2,28,15,2025,4,3,4
A,2025-04-03,3,45,16,2025,4,3,4
A,2025-04-03,4,36,7,2025,4,3,4
A,2025-04-04,1,11,2,2025,4,4,5
A,2025-04-04,2,29,11,2025,4,4,5
A,2025-04-04,3,45,20,2025,4,4,5
A,2025-04-04,4,33,14,2025,4,4,5
A,2025-04-05,1,12,2,2025,4,5,6
A,2025-04-05,2,29,15,2025,4,5,6
A,2025-04-05,3,41,14,2025,4,5,6
A,2025-04-05,4,35,11,2025,4,5,6
A,2025-04-06,1,15,5,2025,4,6,7
A,2025-04-06,2,39,16,2025,4,6,7
A,2025-04-06,3,52,18,2025,4,6,7
A,2025-04-06,4,37,6,2025,4,6,7
A,2025-04-07,1,17,5,2025,4,7,1
A,2025-04-07,2,35,11,2025,4,7,1
A,2025-04-07,3,44,13,2025,4,7,1
A,2025-04-07,4,45,13,2025,4,7,1
A,2025-04-08,1,13,5,2025,4,8,2
A,2025-04-08,2,32,5,2025,4,8,2
A,2025-04-08,3,51,21,2025,4,8,2
A,2025-04-08,4,47,13,2025,4,8,2
A,2025-04-09,1,12,3,2025,4,9,3
A,2025-04-09,2,29,13,2025,4,9,3
A,2025-04-09,3,57,21,2025,4,9,3
A,2025-04-09,4,35,13,2025,4,9,3
A,2025-04-10,1,17,4,2025,4,10,4
A,2025-04-10,2,31,8,2025,4,10,4
A,2025-04-10,3,40,21,2025,4,10,4
A,2025-04-10,4,41,15,2025,4,10,4
A,2025-04-11,1,8,3,2025,4,11,5
A,2025-04-11,2,41,19,2025,4,11,5
A,2025-04-11,3,46,15,2025,4,11,5
A,2025-04-11,4,39,13,2025,4,11,5
A,2025-04-12,1,18,5,2025,4,12,6
A,2025-04-12,2,25,8,2025,4,12,6
A,2025-04-12,3,42,16,2025,4,12,6
A,2025-04-12,4,44,16,2025,4,12,6
A,2025-04-13,1,18,3,2025,4,13,7
A,2025-04-13,2,29,10,2025,4,13,7
A,2025-04-13,3,50,14,2025,4,13,7
A,2025-04-13,4,40,13,2025,4,13,7
A,2025-04-14,1,11,2,2025,4,14,1
A,2025-04-14,2,42,16,2025,4,14,1
A,2025-04-14,3,49,17,2025,4,14,1
A,2025-04-14,4,31,10,2025,4,14,1
A,2025-04-15,1,16,6,2025,4,15,2
A,2025-04-15,2,28,3,2025,4,15,2
A,2025-04-15,3,61,22,2025,4,15,2
A,2025-04-15,4,41,6,2025,4,15,2
A,2025-04-16,1,14,5,2025,4,16,3
A,2025-04-16,2,25,8,2025,4,16,3
A,2025-04-16,3,51,20,2025,4,16,3
A,2025-04-16,4,40,12,2025,4,16,3
A,2025-04-17,1,11,3,2025,4,17,4
A,2025-04-17,2,30,9,2025,4,17,4
A,2025-04-17,3,44,12,2025,4,17,4
A,2025-04-17,4,35,14,2025,4,17,4
A,2025-04-18,1,14,6,2025,4,18,5
A,2025-04-18,2,31,10,2025,4,18,5
A,2025-04-18,3,35,17,2025,4,18,5
A,2025-04-18,4,38,11,2025,4,18,5
A,2025-04-19,1,13,6,2025,4,19,6
A,2025-04-19,2,29,13,2025,4,19,6
A,2025-04-19,3,48,17,2025,4,19,6
A,2025-04-19,4,36,15,2025,4,19,6
A,2025-04-20,1,17,5,2025,4,20,7
A,2025-04-20,2,40,15,2025,4,20,7
A,2025-04-20,3,40,14,2025,4,20,7
A,2025-04-20,4,28,13,2025,4,20,7
A,2025-04-21,1,18,8,2025,4,21,1
A,2025-04-21,2,31,7,2025,4,21,1
A,2025-04-21,3,55,19,2025,4,21,1
A,2025-04-21,4,49,13,2025,4,21,1
A,2025-04-22,1,11,3,2025,4,22,2
A,2025-04-22,2,25,10,2025,4,22,2
A,2025-04-22,3,45,17,2025,4,22,2
A,2025-04-22,4,38,10,2025,4,22,2
A,2025-04-23,1,13,7,2025,4,23,3
A,2025-04-23,2,31,8,2025,4,23,3
A,2025-04-23,3,33,12,2025,4,23,3
A,2025-04-23,4,40,14,2025,4,23,3
A,2025-04-24,1,9,2,2025,4,24,4
A,2025-04-24,2,32,16,2025,4,24,4
A,2025-04-24,3,45,16,2025,4,24,4
A,2025-04-24,4,39,13,2025,4,24,4
A,2025-04-25,1,17,6,2025,4,25,5
A,2025-04-25,2,34,9,2025,4,25,5
A,2025-04-25,3,50,21,2025,4,25,5
A,2025-04-25,4,54,19,2025,4,25,5
A,2025-04-26,1,15,3,2025,4,26,6
A,2025-04-26,2,18,6,2025,4,26,6
A,2025-04-26,3,35,12,2025,4,26,6
A,2025-04-26,4,46,11,2025,4,26,6
A,2025-04-27,1,17,6,2025,4,27,7
A,2025-04-27,2,30,11,2025,4,27,7
A,2025-04-27,3,31,8,2025,4,27,7
A,2025-04-27,4,27,9,2025,4,27,7
A,2025-04-28,1,10,3,2025,4,28,1
A,2025-04-28,2,33,12,2025,4,28,1
A,2025-04-28,3,47,14,2025,4,28,1
A,2025-04-28,4,31,17,2025,4,28,1
A,2025-04-29,1,11,1,2025,4,29,2
A,2025-04-29,2,25,11,2025,4,29,2
A,2025-04-29,3,47,19,2025,4,29,2
A,2025-04-29,4,39,12,2025,4,29,2
A,2025-04-30,1,18,6,2025,4,30,3
A,2025-04-30,2,29,10,2025,4,30,3
A,2025-04-30,3,52,21,2025,4,30,3
A,2025-04-30,4,41,13,2025,4,30,3
A,2025-05-01,1,9,3,2025,5,1,4
A,2025-05-01,2,33,11,2025,5,1,4
A,2025-05-01,3,51,14,2025,5,1,4
A,2025-05-01,4,47,16,2025,5,1,4
A,2025-05-02,1,12,5,2025,5,2,5
A,2025-05-02,2,30,8,2025,5,2,5
A,2025-05-02,3,53,18,2025,5,2,5
A,2025-05-02,4,42,9,2025,5,2,5
A,2025-05-03,1,9,3,2025,5,3,6
A,2025-05-03,2,24,12,2025,5,3,6
A,2025-05-03,3,35,14,2025,5,3,6
A,2025-05-03,4,28,10,2025,5,3,6
A,2025-05-04,1,11,2,2025,5,4,7
A,2025-05-04,2,29,10,2025,5,4,7
A,2025-05-04,3,36,12,2025,5,4,7
A,2025-05-04,4,33,14,2025,5,4,7
A,2025-05-05,1,15,5,2025,5,5,1
A,2025-05-05,2,38,14,2025,5,5,1
A,2025-05-05,3,44,18,2025,5,5,1
A,2025-05-05,4,35,10,2025,5,5,1
A,2025-05-06,1,16,8,2025,5,6,2
A,2025-05-06,2,33,10,2025,5,6,2
A,2025-05-06,3,46,17,2025,5,6,2
A,2025-05-06,4,36,13,2025,5,6,2
A,2025-05-07,1,13,6,2025,5,7,3
A,2025-05-07,2,26,11,2025,5,7,3
A,2025-05-07,3,45,22,2025,5,7,3
A,2025-05-07,4,42,14,2025,5,7,3
A,2025-05-08,1,16,9,2025,5,8,4
A,2025-05-08,2,28,8,2025,5,8,4
A,2025-05-08,3,49,11,2025,5,8,4
A,2025-05-08,4,41,12,2025,5,8,4
A,2025-05-09,1,16,4,2025,5,9,5
A,2025-05-09,2,36,9,2025,5,9,5
A,2025-05-09,3,55,26,2025,5,9,5
A,2025-05-09,4,47,13,2025,5,9,5
A,2025-05-10,1,17,3,2025,5,10,6
A,2025-05-10,2,19,3,2025,5,10,6
A,2025-05-10,3,29,9,2025,5,10,6
A,2025-05-10,4,33,8,2025,5,10,6
A,2025-05-11,1,16,7,2025,5,11,7
A,2025-05-11,2,28,6,2025,5,11,7
A,2025-05-11,3,37,13,2025,5,11,7
A,2025-05-11,4,43,22,2025,5,11,7
A,2025-05-12,1,15,6,2025,5,12,1
A,2025-05-12,2,33,9,2025,5,12,1
A,2025-05-12,3,41,20,2025,5,12,1
A,2025-05-12,4,37,9,2025,5,12,1
A,2025-05-13,1,18,8,2025,5,13,2
A,2025-05-13,2,37,15,2025,5,13,2
A,2025-05-13,3,42,15,2025,5,13,2
A,2025-05-13,4,50,23,2025,5,13,2
A,2025-05-14,1,17,5,2025,5,14,3
A,2025-05-14,2,28,13,2025,5,14,3
A,2025-05-14,3,55,22,2025,5,14,3
A,2025-05-14,4,41,19,2025,5,14,3
A,2025-05-15,1,18,7,2025,5,15,4
A,2025-05-15,2,30,12,2025,5,15,4
A,2025-05-15,3,43,14,2025,5,15,4
A,2025-05-15,4,33,10,2025,5,15,4
A,2025-05-16,1,12,5,2025,5,16,5
A,2025-05-16,2,25,8,2025,5,16,5
A,2025-05-16,3,40,15,2025,5,16,5
A,2025-05-16,4,43,16,2025,5,16,5
A,2025-05-17,1,14,3,2025,5,17,6
A,2025-05-17,2,25,4,2025,5,17,6
A,2025-05-17,3,33,10,2025,5,17,6
A,2025-05-17,4,27,13,2025,5,17,6
A,2025-05-18,1,11,4,2025,5,18,7
A,2025-05-18,2,27,10,2025,5,18,7
A,2025-05-18,3,35,10,2025,5,18,7
A,2025-05-18,4,34,10,2025,5,18,7
A,2025-05-19,1,12,7,2025,5,19,1
A,2025-05-19,2,28,13,2025,5,19,1
