Site,Date,Hour,ED Enc,ED Enc Admitted
A,2019-08-10,2,21,2
A,2019-08-10,3,29,10
A,2019-08-10,4,25,4
A,2019-08-11,1,14,3
A,2019-08-11,2,31,13
A,2019-08-11,3,40,9
A,2019-08-11,4,37,8
A,2019-08-12,1,15,6
A,2019-08-12,2,22,4
A,2019-08-12,3,40,6
A,2019-08-12,4,43,12
A,2019-08-13,1,19,7
A,2019-08-13,2,19,5
A,2019-08-13,3,32,10
A,2019-08-13,4,36,12
A,2019-08-14,1,16,4
A,2019-08-14,2,26,9
A,2019-08-14,3,45,17
A,2019-08-14,4,33,9
A,2019-08-15,1,10,1
A,2019-08-15,2,17,4
A,2019-08-15,3,49,18
A,2019-08-15,4,39,17
A,2019-08-16,1,10,3
A,2019-08-16,2,27,7
A,2019-08-16,3,40,17
A,2019-08-16,4,35,12
A,2019-08-17,1,17,3
A,2019-08-17,2,23,6
A,2019-08-17,3,30,9
A,2019-08-17,4,39,12
A,2019-08-18,1,20,6
A,2019-08-18,2,27,7
A,2019-08-18,3,44,10
A,2019-08-18,4,32,6
A,2019-08-19,1,9,3
A,2019-08-19,2,32,8
A,2019-08-19,3,38,13
A,2019-08-19,4,35,12
A,2019-08-20,1,16,4
A,2019-08-20,2,17,7
A,2019-08-20,3,36,9
A,2019-08-20,4,46,6
A,2019-08-21,1,15,4
A,2019-08-21,2,25,15
A,2019-08-21,3,45,18
A,2019-08-21,4,37,11
A,2019-08-22,1,15,6
A,2019-08-22,2,22,7
A,2019-08-22,3,42,21
A,2019-08-22,4,29,9
A,2019-08-23,1,8,2
A,2019-08-23,2,33,11
A,2019-08-23,3,38,14
A,2019-08-23,4,34,9
A,2019-08-24,1,9,1
A,2019-08-24,2,29,8
A,2019-08-24,3,37,16
A,2019-08-24,4,43,9
A,2019-08-25,1,18,2
A,2019-08-25,2,27,10
A,2019-08-25,3,41,12
A,2019-08-25,4,30,10
A,2019-08-26,1,10,2
A,2019-08-26,2,28,5
A,2019-08-26,3,41,3
A,2019-08-26,4,43,15
A,2019-08-27,1,14,5
A,2019-08-27,2,22,10
A,2019-08-27,3,27,9
A,2019-08-27,4,40,8
A,2019-08-28,1,13,6
A,2019-08-28,2,27,15
A,2019-08-28,3,41,12
A,2019-08-28,4,30,7
A,2019-08-29,1,11,4
A,2019-08-29,2,22,8
A,2019-08-29,3,41,15
A,2019-08-29,4,37,11
A,2019-08-30,1,13,4
A,2019-08-30,2,24,9
A,2019-08-30,3,36,14
A,2019-08-30,4,27,4
A,2019-08-31,1,9,3
A,2019-08-31,2,13,4
A,2019-08-31,3,35,11
A,2019-08-31,4,38,11
A,2019-09-01,1,13,7
A,2019-09-01,2,20,9
A,2019-09-01,3,35,16
A,2019-09-01,4,41,13
A,2019-09-02,1,22,8
A,2019-09-02,2,27,5
A,2019-09-02,3,45,5
A,2019-09-02,4,36,8
A,2019-09-03,1,20,13
A,2019-09-03,2,28,9
A,2019-09-03,3,58,20
A,2019-09-03,4,38,11
A,2019-09-04,1,9,6
A,2019-09-04,2,28,11
A,2019-09-04,3,45,18
A,2019-09-04,4,37,11
A,2019-09-05,1,19,4
A,2019-09-05,2,23,9
A,2019-09-05,3,35,11
A,2019-09-05,4,47,14
A,2019-09-06,1,15,6
A,2019-09-06,2,20,8
A,2019-09-06,3,43,19
A,2019-09-06,4,32,8
A,2019-09-07,1,28,7
A,2019-09-07,2,34,9
A,2019-09-07,3,43,15
A,2019-09-07,4,34,8
A,2019-09-08,1,16,3
A,2019-09-08,2,27,5
A,2019-09-08,3,33,14
A,2019-09-08,4,31,10
A,2019-09-09,1,16,5
A,2019-09-09,2,28,11
A,2019-09-09,3,34,15
A,2019-09-09,4,38,13
A,2019-09-10,1,21,5
A,2019-09-10,2,21,6
A,2019-09-10,3,39,13
A,2019-09-10,4,45,7
A,2019-09-11,1,23,9
A,2019-09-11,2,28,8
A,2019-09-11,3,47,13
A,2019-09-11,4,34,10
A,2019-09-12,1,15,5
A,2019-09-12,2,26,11
A,2019-09-12,3,43,14
A,2019-09-12,4,36,9
A,2019-09-13,1,9,4
A,2019-09-13,2,19,5
A,2019-09-13,3,40,17
A,2019-09-13,4,45,18
A,2019-09-14,1,18,3
A,2019-09-14,2,24,5
A,2019-09-14,3,49,17
A,2019-09-14,4,47,14
A,2019-09-15,1,16,4
A,2019-09-15,2,24,9
A,2019-09-15,3,46,11
A,2019-09-15,4,53,12
A,2019-09-16,1,18,5
A,2019-09-16,2,32,9
A,2019-09-16,3,42,15
A,2019-09-16,4,42,13
A,2019-09-17,1,13,6
A,2019-09-17,2,38,21
A,2019-09-17,3,40,13
A,2019-09-17,4,33,5
A,2019-09-18,1,19,6
A,2019-09-18,2,24,9
A,2019-09-18,3,36,14
A,2019-09-18,4,35,5
A,2019-09-19,1,10,3
A,2019-09-19,2,25,9
A,2019-09-19,3,46,18
A,2019-09-19,4,41,16
A,2019-09-20,1,13,5
A,2019-09-20,2,21,8
A,2019-09-20,3,49,21
A,2019-09-20,4,39,14
A,2019-09-21,1,16,5
A,2019-09-21,2,28,5
A,2019-09-21,3,48,10
A,2019-09-21,4,28,5
A,2019-09-22,1,12,2
A,2019-09-22,2,25,8
A,2019-09-22,3,32,7
A,2019-09-22,4,51,14
A,2019-09-23,1,23,4
A,2019-09-23,2,34,7
A,2019-09-23,3,61,17
A,2019-09-23,4,44,7
A,2019-09-24,1,21,8
A,2019-09-24,2,32,7
A,2019-09-24,3,38,9
A,2019-09-24,4,36,12
A,2019-09-25,1,16,5
A,2019-09-25,2,21,5
A,2019-09-25,3,32,16
A,2019-09-25,4,26,11
A,2019-09-26,1,14,4
A,2019-09-26,2,42,15
A,2019-09-26,3,33,7
A,2019-09-26,4,29,5
A,2019-09-27,1,13,6
A,2019-09-27,2,26,5
A,2019-09-27,3,38,14
A,2019-09-27,4,42,10
A,2019-09-28,1,12,5
A,2019-09-28,2,20,6
A,2019-09-28,3,39,8
A,2019-09-28,4,51,16
A,2019-09-29,1,22,8
A,2019-09-29,2,27,8
A,2019-09-29,3,45,12
A,2019-09-29,4,32,10
A,2019-09-30,1,19,8
A,2019-09-30,2,27,7
A,2019-09-30,3,50,20
A,2019-09-30,4,47,14
A,2019-10-01,1,13,4
A,2019-10-01,2,31,11
A,2019-10-01,3,35,10
A,2019-10-01,4,29,4
A,2019-10-02,1,12,5
A,2019-10-02,2,22,7
A,2019-10-02,3,46,18
A,2019-10-02,4,23,9
A,2019-10-03,1,12,4
A,2019-10-03,2,31,7
A,2019-10-03,3,49,21
A,2019-10-03,4,46,16
A,2019-10-04,1,9,1
A,2019-10-04,2,37,15
A,2019-10-04,3,30,13
A,2019-10-04,4,37,7
A,2019-10-05,1,11,4
A,2019-10-05,2,25,8
A,2019-10-05,3,46,8
A,2019-10-05,4,44,10
A,2019-10-06,1,14,3
A,2019-10-06,2,40,11
A,2019-10-06,3,30,3
A,2019-10-06,4,44,12
A,2019-10-07,1,16,4
A,2019-10-07,2,46,12
A,2019-10-07,3,43,20
A,2019-10-07,4,35,13
A,2019-10-08,1,16,7
A,2019-10-08,2,30,10
A,2019-10-08,3,38,16
A,2019-10-08,4,37,10
A,2019-10-09,1,8,4
A,2019-10-09,2,29,8
A,2019-10-09,3,45,18
A,2019-10-09,4,39,13
A,2019-10-10,1,15,6
A,2019-10-10,2,33,6
A,2019-10-10,3,45,15
A,2019-10-10,4,22,8
A,2019-10-11,1,12,2
A,2019-10-11,2,21,7
A,2019-10-11,3,29,14
A,2019-10-11,4,40,6
A,2019-10-12,1,15,3
A,2019-10-12,2,29,8
A,2019-10-12,3,34,9
A,2019-10-12,4,27,7
A,2019-10-13,1,11,1
A,2019-10-13,2,28,8
A,2019-10-13,3,41,14
A,2019-10-13,4,30,13
A,2019-10-14,1,17,9
A,2019-10-14,2,26,10
A,2019-10-14,3,39,9
A,2019-10-14,4,29,8
A,2019-10-15,1,23,4
A,2019-10-15,2,28,5
A,2019-10-15,3,28,15
A,2019-10-15,4,45,12
A,2019-10-16,1,6,5
A,2019-10-16,2,30,8
A,2019-10-16,3,33,13
A,2019-10-16,4,30,13
A,2019-10-17,1,16,4
A,2019-10-17,2,26,7
A,2019-10-17,3,29,13
A,2019-10-17,4,55,22
A,2019-10-18,1,8,0
A,2019-10-18,2,35,8
A,2019-10-18,3,51,21
A,2019-10-18,4,43,11
A,2019-10-19,1,14,3
A,2019-10-19,2,29,12
A,2019-10-19,3,37,11
A,2019-10-19,4,36,14
A,2019-10-20,1,16,5
A,2019-10-20,2,37,12
A,2019-10-20,3,43,13
A,2019-10-20,4,41,11
A,2019-10-21,1,13,2
A,2019-10-21,2,38,13
A,2019-10-21,3,42,12
A,2019-10-21,4,35,10
A,2019-10-22,1,16,3
A,2019-10-22,2,21,5
A,2019-10-22,3,29,12
A,2019-10-22,4,31,5
A,2019-10-23,1,13,4
A,2019-10-23,2,30,11
A,2019-10-23,3,42,16
A,2019-10-23,4,36,8
A,2019-10-24,1,13,6
A,2019-10-24,2,19,9
A,2019-10-24,3,41,17
A,2019-10-24,4,36,9
A,2019-10-25,1,11,7
A,2019-10-25,2,22,6
A,2019-10-25,3,43,16
A,2019-10-25,4,32,10
A,2019-10-26,1,13,3
A,2019-10-26,2,26,9
A,2019-10-26,3,50,15
A,2019-10-26,4,45,12
A,2019-10-27,1,18,8
A,2019-10-27,2,28,8
A,2019-10-27,3,37,10
A,2019-10-27,4,22,6
A,2019-10-28,1,14,0
A,2019-10-28,2,30,10
A,2019-10-28,3,50,16
A,2019-10-28,4,41,13
A,2019-10-29,1,16,4
A,2019-10-29,2,21,8
A,2019-10-29,3,43,17
A,2019-10-29,4,36,9
A,2019-10-30,1,17,5
A,2019-10-30,2,29,4
A,2019-10-30,3,44,14
A,2019-10-30,4,46,14
A,2019-10-31,1,8,2
A,2019-10-31,2,19,7
A,2019-10-31,3,29,9
A,2019-10-31,4,39,10
A,2019-11-01,1,12,6
A,2019-11-01,2,26,4
A,2019-11-01,3,37,15
A,2019-11-01,4,29,5
A,2019-11-02,1,13,3
A,2019-11-02,2,37,11
A,2019-11-02,3,50,13
A,2019-11-02,4,35,15
A,2019-11-03,1,20,5
A,2019-11-03,2,28,7
A,2019-11-03,3,43,15
A,2019-11-03,4,28,5
A,2019-11-04,1,13,5
A,2019-11-04,2,37,9
A,2019-11-04,3,40,13
A,2019-11-04,4,37,9
A,2019-11-05,1,13,2
A,2019-11-05,2,29,11
A,2019-11-05,3,34,9
A,2019-11-05,4,28,7
A,2019-11-06,1,11,3
A,2019-11-06,2,18,6
A,2019-11-06,3,48,14
A,2019-11-06,4,40,5
A,2019-11-07,1,15,3
A,2019-11-07,2,28,7
A,2019-11-07,3,39,13
A,2019-11-07,4,39,9
A,2019-11-08,1,12,4
A,2019-11-08,2,29,8
A,2019-11-08,3,38,13
A,2019-11-08,4,36,11
A,2019-11-09,1,11,0
A,2019-11-09,2,34,9
A,2019-11-09,3,39,13
A,2019-11-09,4,38,7
A,2019-11-10,1,12,5
A,2019-11-10,2,25,6
A,2019-11-10,3,36,13
A,2019-11-10,4,45,12
A,2019-11-11,1,9,7
A,2019-11-11,2,24,4
A,2019-11-11,3,42,12
A,2019-11-11,4,34,11
A,2019-11-12,1,10,3
A,2019-11-12,2,20,2
A,2019-11-12,3,43,23
A,2019-11-12,4,32,10
A,2019-11-13,1,18,6
A,2019-11-13,2,23,5
A,2019-11-13,3,43,17
A,2019-11-13,4,36,12
A,2019-11-14,1,16,3
A,2019-11-14,2,34,10
A,2019-11-14,3,42,19
A,2019-11-14,4,33,10
A,2019-11-15,1,14,6
A,2019-11-15,2,27,7
A,2019-11-15,3,37,15
A,2019-11-15,4,37,11
A,2019-11-16,1,11,2
A,2019-11-16,2,17,9
A,2019-11-16,3,42,10
A,2019-11-16,4,38,10
A,2019-11-17,1,21,3
A,2019-11-17,2,39,15
A,2019-11-17,3,37,8
A,2019-11-17,4,34,10
A,2019-11-18,1,20,6
A,2019-11-18,2,35,12
A,2019-11-18,3,46,14
A,2019-11-18,4,27,7
A,2019-11-19,1,10,1
A,2019-11-19,2,26,5
A,2019-11-19,3,44,12
A,2019-11-19,4,38,7
A,2019-11-20,1,13,3
A,2019-11-20,2,28,10
A,2019-11-20,3,42,18
A,2019-11-20,4,47,14
A,2019-11-21,1,16,5
A,2019-11-21,2,31,13
A,2019-11-21,3,31,10
A,2019-11-21,4,39,8
A,2019-11-22,1,9,2
A,2019-11-22,2,31,7
A,2019-11-22,3,51,18
A,2019-11-22,4,34,7
A,2019-11-23,1,18,3
A,2019-11-23,2,20,3
A,2019-11-23,3,42,17
A,2019-11-23,4,46,12
A,2019-11-24,1,14,4
A,2019-11-24,2,25,8
A,2019-11-24,3,44,11
A,2019-11-24,4,37,13
A,2019-11-25,1,13,0
A,2019-11-25,2,26,10
A,2019-11-25,3,61,22
A,2019-11-25,4,44,11
A,2019-11-26,1,17,5
A,2019-11-26,2,29,8
A,2019-11-26,3,35,8
A,2019-11-26,4,23,9
A,2019-11-27,1,9,2
A,2019-11-27,2,23,5
A,2019-11-27,3,47,13
A,2019-11-27,4,32,5
A,2019-11-28,1,14,2
A,2019-11-28,2,26,8
A,2019-11-28,3,35,15
A,2019-11-28,4,31,7
A,2019-11-29,1,20,5
A,2019-11-29,2,31,10
A,2019-11-29,3,39,14
A,2019-11-29,4,30,14
A,2019-11-30,1,7,0
A,2019-11-30,2,23,12
A,2019-11-30,3,42,13
A,2019-11-30,4,38,15
A,2019-12-01,1,17,3
A,2019-12-01,2,30,10
A,2019-12-01,3,37,10
A,2019-12-01,4,44,18
A,2019-12-02,1,15,4
A,2019-12-02,2,29,8
A,2019-12-02,3,49,16
A,2019-12-02,4,44,8
A,2019-12-03,1,20,1
A,2019-12-03,2,22,7
A,2019-12-03,3,32,9
A,2019-12-03,4,53,12
A,2019-12-04,1,8,4
A,2019-12-04,2,25,11
A,2019-12-04,3,37,12
A,2019-12-04,4,30,8
A,2019-12-05,1,12,2
A,2019-12-05,2,25,7
A,2019-12-05,3,47,12
A,2019-12-05,4,40,16
A,2019-12-06,1,11,3
A,2019-12-06,2,34,10
A,2019-12-06,3,38,17
A,2019-12-06,4,43,11
A,2019-12-07,1,16,0
A,2019-12-07,2,32,5
A,2019-12-07,3,43,12
A,2019-12-07,4,37,12
A,2019-12-08,1,13,6
A,2019-12-08,2,26,4
A,2019-12-08,3,40,16
A,2019-12-08,4,39,8
A,2019-12-09,1,11,4
A,2019-12-09,2,22,4
A,2019-12-09,3,35,12
A,2019-12-09,4,37,10
A,2019-12-10,1,16,4
A,2019-12-10,2,27,8
A,2019-12-10,3,39,15
A,2019-12-10,4,35,7
A,2019-12-11,1,8,1
A,2019-12-11,2,26,9
A,2019-12-11,3,49,17
A,2019-12-11,4,31,7
A,2019-12-12,1,12,3
A,2019-12-12,2,22,10
A,2019-12-12,3,32,10
A,2019-12-12,4,34,12
A,2019-12-13,1,11,3
A,2019-12-13,2,22,4
A,2019-12-13,3,48,24
A,2019-12-13,4,23,7
A,2019-12-14,1,19,4
A,2019-12-14,2,30,14
A,2019-12-14,3,33,9
A,2019-12-14,4,37,11
A,2019-12-15,1,21,8
A,2019-12-15,2,39,12
A,2019-12-15,3,30,6
A,2019-12-15,4,34,10
A,2019-12-16,1,22,7
A,2019-12-16,2,38,10
A,2019-12-16,3,51,17
A,2019-12-16,4,44,12
A,2019-12-17,1,14,3
A,2019-12-17,2,31,10
A,2019-12-17,3,45,15
A,2019-12-17,4,35,12
A,2019-12-18,1,14,6
A,2019-12-18,2,17,6
A,2019-12-18,3,26,10
A,2019-12-18,4,33,10
A,2019-12-19,1,14,3
A,2019-12-19,2,25,8
A,2019-12-19,3,53,21
A,2019-12-19,4,36,11
A,2019-12-20,1,18,6
A,2019-12-20,2,21,5
A,2019-12-20,3,36,11
A,2019-12-20,4,44,10
A,2019-12-21,1,18,2
A,2019-12-21,2,27,9
A,2019-12-21,3,35,11
A,2019-12-21,4,44,11
A,2019-12-22,1,17,10
A,2019-12-22,2,22,4
A,2019-12-22,3,35,4
A,2019-12-22,4,35,8
A,2019-12-23,1,11,3
A,2019-12-23,2,22,6
A,2019-12-23,3,48,15
A,2019-12-23,4,50,17
A,2019-12-24,1,10,3
A,2019-12-24,2,18,6
A,2019-12-24,3,45,14
A,2019-12-24,4,30,4
A,2019-12-25,1,18,8
A,2019-12-25,2,39,12
A,2019-12-25,3,38,6
A,2019-12-25,4,39,10
A,2019-12-26,1,19,6
A,2019-12-26,2,37,11
A,2019-12-26,3,42,8
A,2019-12-26,4,34,14
A,2019-12-27,1,30,8
A,2019-12-27,2,32,9
A,2019-12-27,3,52,23
A,2019-12-27,4,55,15
A,2019-12-28,1,13,4
A,2019-12-28,2,31,8
A,2019-12-28,3,35,11
A,2019-12-28,4,36,9
A,2019-12-29,1,14,5
A,2019-12-29,2,21,6
A,2019-12-29,3,41,8
A,2019-12-29,4,27,7
A,2019-12-30,1,17,6
A,2019-12-30,2,23,5
A,2019-12-30,3,35,16
A,2019-12-30,4,46,13
A,2019-12-31,1,16,5
A,2019-12-31,2,26,12
A,2019-12-31,3,40,16
A,2019-12-31,4,24,7
A,2020-01-01,1,27,6
A,2020-01-01,2,24,8
A,2020-01-01,3,64,10
A,2020-01-01,4,36,11
A,2020-01-02,1,8,3
A,2020-01-02,2,37,8
A,2020-01-02,3,50,19
A,2020-01-02,4,40,13
A,2020-01-03,1,13,2
A,2020-01-03,2,38,10
A,2020-01-03,3,46,13
A,2020-01-03,4,38,9
A,2020-01-04,1,18,6
A,2020-01-04,2,16,3
A,2020-01-04,3,46,15
A,2020-01-04,4,34,11
A,2020-01-05,1,13,1
A,2020-01-05,2,21,4
A,2020-01-05,3,42,12
A,2020-01-05,4,33,8
A,2020-01-06,1,20,6
A,2020-01-06,2,32,8
A,2020-01-06,3,41,14
A,2020-01-06,4,40,9
A,2020-01-07,1,15,8
A,2020-01-07,2,22,7
A,2020-01-07,3,56,17
A,2020-01-07,4,31,8
A,2020-01-08,1,19,7
A,2020-01-08,2,31,9
A,2020-01-08,3,38,16
A,2020-01-08,4,31,12
A,2020-01-09,1,16,8
A,2020-01-09,2,19,9
A,2020-01-09,3,40,15
A,2020-01-09,4,36,12
A,2020-01-10,1,9,4
A,2020-01-10,2,22,7
A,2020-01-10,3,35,13
A,2020-01-10,4,32,15
A,2020-01-11,1,14,4
A,2020-01-11,2,26,7
A,2020-01-11,3,36,13
A,2020-01-11,4,39,8
A,2020-01-12,1,11,4
A,2020-01-12,2,35,10
A,2020-01-12,3,34,15
A,2020-01-12,4,47,11
A,2020-01-13,1,11,4
A,2020-01-13,2,34,9
A,2020-01-13,3,51,17
A,2020-01-13,4,53,13
A,2020-01-14,1,13,1
A,2020-01-14,2,23,8
A,2020-01-14,3,39,10
A,2020-01-14,4,45,7
A,2020-01-15,1,17,7
A,2020-01-15,2,21,3
A,2020-01-15,3,41,8
A,2020-01-15,4,43,11
A,2020-01-16,1,19,7
A,2020-01-16,2,21,6
A,2020-01-16,3,31,6
A,2020-01-16,4,25,3
A,2020-01-17,1,16,8
A,2020-01-17,2,16,9
A,2020-01-17,3,22,3
A,2020-01-17,4,24,7
A,2020-01-18,1,13,3
A,2020-01-18,2,26,5
A,2020-01-18,3,31,9
A,2020-01-18,4,39,6
A,2020-01-19,1,11,1
A,2020-01-19,2,31,9
A,2020-01-19,3,35,10
A,2020-01-19,4,36,11
A,2020-01-20,1,15,6
A,2020-01-20,2,24,9
A,2020-01-20,3,51,13
A,2020-01-20,4,36,12
A,2020-01-21,1,7,0
A,2020-01-21,2,31,6
A,2020-01-21,3,42,20
A,2020-01-21,4,35,6
A,2020-01-22,1,9,4
A,2020-01-22,2,35,18
A,2020-01-22,3,43,15
A,2020-01-22,4,41,15
A,2020-01-23,1,18,3
A,2020-01-23,2,39,14
A,2020-01-23,3,45,15
A,2020-01-23,4,44,12
A,2020-01-24,1,13,2
A,2020-01-24,2,29,5
A,2020-01-24,3,49,16
A,2020-01-24,4,42,11
A,2020-01-25,1,12,4
A,2020-01-25,2,24,9
A,2020-01-25,3,45,4
A,2020-01-25,4,35,7
A,2020-01-26,1,12,3
A,2020-01-26,2,34,11
A,2020-01-26,3,52,22
A,2020-01-26,4,53,12
A,2020-01-27,1,16,5
A,2020-01-27,2,31,6
A,2020-01-27,3,54,20
A,2020-01-27,4,49,9
A,2020-01-28,1,11,1
A,2020-01-28,2,22,5
A,2020-01-28,3,41,14
A,2020-01-28,4,36,15
A,2020-01-29,1,14,5
A,2020-01-29,2,31,9
A,2020-01-29,3,38,18
A,2020-01-29,4,47,14
A,2020-01-30,1,13,6
A,2020-01-30,2,36,6
A,2020-01-30,3,48,21
A,2020-01-30,4,38,11
A,2020-01-31,1,18,6
A,2020-01-31,2,29,7
A,2020-01-31,3,36,6
A,2020-01-31,4,35,13
A,2020-02-01,1,9,1
A,2020-02-01,2,33,5
A,2020-02-01,3,32,4
A,2020-02-01,4,43,12
A,2020-02-02,1,13,2
A,2020-02-02,2,27,9
A,2020-02-02,3,34,9
A,2020-02-02,4,33,10
A,2020-02-03,1,17,6
A,2020-02-03,2,35,3
A,2020-02-03,3,48,15
A,2020-02-03,4,45,13
A,2020-02-04,1,18,2
A,2020-02-04,2,28,13
A,2020-02-04,3,36,10
A,2020-02-04,4,32,11
A,2020-02-05,1,13,3
A,2020-02-05,2,29,8
A,2020-02-05,3,42,15
A,2020-02-05,4,34,12
A,2020-02-06,1,11,5
A,2020-02-06,2,28,14
A,2020-02-06,3,45,13
A,2020-02-06,4,36,10
A,2020-02-07,1,6,1
A,2020-02-07,2,23,9
A,2020-02-07,3,36,13
A,2020-02-07,4,33,9
A,2020-02-08,1,32,9
A,2020-02-08,2,27,7
A,2020-02-08,3,45,8
A,2020-02-08,4,39,11
A,2020-02-09,1,15,2
A,2020-02-09,2,19,6
A,2020-02-09,3,33,7
A,2020-02-09,4,41,12
A,2020-02-10,1,12,5
A,2020-02-10,2,38,13
A,2020-02-10,3,44,10
A,2020-02-10,4,37,5
A,2020-02-11,1,23,6
A,2020-02-11,2,21,5
A,2020-02-11,3,41,13
A,2020-02-11,4,41,14
A,2020-02-12,1,14,2
A,2020-02-12,2,22,6
A,2020-02-12,3,28,10
A,2020-02-12,4,25,9
A,2020-02-13,1,19,3
A,2020-02-13,2,34,11
A,2020-02-13,3,27,9
A,2020-02-13,4,38,10
A,2020-02-14,1,11,6
A,2020-02-14,2,21,7
A,2020-02-14,3,45,16
A,2020-02-14,4,32,13
A,2020-02-15,1,12,1
A,2020-02-15,2,23,5
A,2020-02-15,3,36,9
A,2020-02-15,4,38,7
A,2020-02-16,1,13,3
A,2020-02-16,2,21,4
A,2020-02-16,3,49,19
A,2020-02-16,4,42,9
A,2020-02-17,1,10,5
A,2020-02-17,2,41,13
A,2020-02-17,3,55,19
A,2020-02-17,4,29,5
A,2020-02-18,1,14,3
A,2020-02-18,2,30,12
A,2020-02-18,3,31,13
A,2020-02-18,4,39,8
A,2020-02-19,1,10,2
A,2020-02-19,2,31,4
A,2020-02-19,3,43,12
A,2020-02-19,4,43,13
A,2020-02-20,1,19,5
A,2020-02-20,2,36,11
A,2020-02-20,3,43,16
A,2020-02-20,4,37,11
A,2020-02-21,1,15,8
A,2020-02-21,2,27,14
A,2020-02-21,3,40,12
A,2020-02-21,4,41,8
A,2020-02-22,1,17,6
A,2020-02-22,2,25,8
A,2020-02-22,3,46,13
A,2020-02-22,4,38,11
A,2020-02-23,1,16,6
A,2020-02-23,2,29,10
A,2020-02-23,3,46,13
A,2020-02-23,4,47,14
A,2020-02-24,1,24,7
A,2020-02-24,2,45,9
A,2020-02-24,3,58,23
A,2020-02-24,4,40,8
A,2020-02-25,1,10,4
A,2020-02-25,2,32,9
A,2020-02-25,3,39,14
A,2020-02-25,4,41,11
A,2020-02-26,1,15,3
A,2020-02-26,2,25,8
A,2020-02-26,3,33,10
A,2020-02-26,4,32,13
A,2020-02-27,1,12,6
A,2020-02-27,2,22,9
A,2020-02-27,3,38,10
A,2020-02-27,4,39,11
A,2020-02-28,1,9,3
A,2020-02-28,2,22,5
A,2020-02-28,3,40,14
A,2020-02-28,4,35,9
A,2020-02-29,1,11,5
A,2020-02-29,2,27,10
A,2020-02-29,3,28,4
A,2020-02-29,4,39,4
A,2020-03-01,1,16,4
A,2020-03-01,2,36,13
A,2020-03-01,3,39,10
A,2020-03-01,4,45,12
A,2020-03-02,1,13,5
A,2020-03-02,2,33,16
A,2020-03-02,3,50,16
A,2020-03-02,4,49,12
A,2020-03-03,1,9,3
A,2020-03-03,2,22,11
A,2020-03-03,3,28,9
A,2020-03-03,4,31,13
A,2020-03-04,1,13,6
A,2020-03-04,2,22,7
A,2020-03-04,3,63,16
A,2020-03-04,4,38,16
A,2020-03-05,1,12,4
A,2020-03-05,2,24,8
A,2020-03-05,3,32,12
A,2020-03-05,4,29,6
A,2020-03-06,1,13,5
A,2020-03-06,2,27,9
A,2020-03-06,3,45,16
A,2020-03-06,4,36,14
A,2020-03-07,1,11,4
A,2020-03-07,2,35,13
A,2020-03-07,3,35,10
A,2020-03-07,4,41,12
A,2020-03-08,1,16,8
A,2020-03-08,2,23,9
A,2020-03-08,3,48,15
A,2020-03-08,4,36,8
A,2020-03-09,1,7,2
A,2020-03-09,2,38,10
A,2020-03-09,3,50,17
A,2020-03-09,4,43,12
A,2020-03-10,1,16,8
A,2020-03-10,2,22,6
A,2020-03-10,3,55,20
A,2020-03-10,4,47,20
A,2020-03-11,1,17,3
A,2020-03-11,2,23,10
A,2020-03-11,3,39,18
A,2020-03-11,4,43,6
A,2020-03-12,1,14,4
A,2020-03-12,2,34,13
A,2020-03-12,3,41,11
A,2020-03-12,4,32,9
A,2020-03-13,1,10,1
A,2020-03-13,2,23,9
A,2020-03-13,3,38,18
A,2020-03-13,4,33,8
A,2020-03-14,1,11,5
A,2020-03-14,2,26,6
A,2020-03-14,3,35,8
A,2020-03-14,4,30,8
A,2020-03-15,1,15,3
A,2020-03-15,2,23,8
A,2020-03-15,3,30,6
A,2020-03-15,4,31,10
A,2020-03-16,1,10,4
A,2020-03-16,2,17,1
A,2020-03-16,3,39,20
A,2020-03-16,4,42,13
A,2020-03-17,1,6,2
A,2020-03-17,2,27,10
A,2020-03-17,3,32,12
A,2020-03-17,4,33,7
A,2020-03-18,1,12,4
A,2020-03-18,2,16,7
A,2020-03-18,3,22,11
A,2020-03-18,4,31,7
A,2020-03-19,1,12,3
A,2020-03-19,2,21,3
A,2020-03-19,3,33,10
A,2020-03-19,4,21,4
A,2020-03-20,1,7,2
A,2020-03-20,2,31,9
A,2020-03-20,3,33,16
A,2020-03-20,4,42,5
A,2020-03-21,1,13,4
A,2020-03-21,2,20,7
A,2020-03-21,3,32,10
A,2020-03-21,4,36,5
A,2020-03-22,1,16,2
A,2020-03-22,2,20,8
A,2020-03-22,3,22,5
A,2020-03-22,4,27,7
A,2020-03-23,1,9,2
A,2020-03-23,2,19,5
A,2020-03-23,3,28,10
A,2020-03-23,4,24,7
A,2020-03-24,1,17,6
A,2020-03-24,2,16,4
A,2020-03-24,3,22,8
A,2020-03-24,4,33,8
A,2020-03-25,1,6,0
A,2020-03-25,2,17,6
A,2020-03-25,3,22,7
A,2020-03-25,4,28,7
A,2020-03-26,1,16,4
A,2020-03-26,2,16,1
A,2020-03-26,3,29,16
A,2020-03-26,4,36,7
A,2020-03-27,1,12,3
A,2020-03-27,2,17,2
A,2020-03-27,3,27,5
A,2020-03-27,4,17,2
A,2020-03-28,1,9,1
A,2020-03-28,2,16,5
A,2020-03-28,3,33,12
A,2020-03-28,4,24,3
A,2020-03-29,1,16,3
A,2020-03-29,2,21,4
A,2020-03-29,3,40,10
A,2020-03-29,4,29,7
